Dialog_ID,Type,Actor,Text,Label
hit:9976_conv:19952,utterance,listener,Why stop at 50? We ought to get 100! We need to show your friend and evil corporate Taco Bell who is boss and nab us some consoles!,hopeful
hit:9976_conv:19952,utterance,speaker,"Haha, that's the spirit!  Win us some systems, sell them off and use the money to buy more boxes.",acknowledging
hit:10690_conv:21381,situation,none,My sister recently got an iphone 8 from the at&t store.  I wish I had one!!,jealous
hit:10690_conv:21381,utterance,speaker,My sister came over to my house the other day.  SHe was quick to show off her new iphone 8.,surprised
hit:10690_conv:21381,utterance,listener,"Wow, is she an older or younger sibling?",questioning
hit:10690_conv:21381,utterance,speaker,"She is 10 years younger than I am, and quite spoiled.  She always has the  nicest things.",jealous
hit:10690_conv:21381,utterance,listener,"Aww man that sucks, One day your hard work will pay off, so don't let it get to you too much. I am sure she is not intentially doing that",acknowledging
hit:2079_conv:4159,situation,none,"We live in a vhcol area, sometimes I compare myself to what others have. We don't have as much.",jealous
hit:2079_conv:4159,utterance,speaker,We live in a very high cost of living area but don't make a ton of money.,content
hit:2079_conv:4159,utterance,listener,Is there anyway you can move to somewhere more affordable?,questioning
hit:2079_conv:4159,utterance,speaker,"I'm not sure, sometimes I wish I had what the other people around me had.",jealous
hit:2079_conv:4159,utterance,listener,"I do too but it's natural to get envious of others sometimes, don't put yourself down over it.",agreeing
hit:1155_conv:2310,situation,none,My friend bought the car I always wanted.,jealous
hit:1155_conv:2310,utterance,speaker,Yesterday my friend bought the Ferrari I always wanted. I deserve it more than him.,jealous
hit:1155_conv:2310,utterance,listener,"Wow, thats a nice car",acknowledging
hit:1155_conv:2310,utterance,speaker,"Yes, I don't know how a clown like him ended up with one before I did.",jealous
hit:1155_conv:2310,utterance,listener,It happens sometimes I guess,content
hit:11502_conv:23005,situation,none,my sister is going on vacation,jealous
hit:11502_conv:23005,utterance,speaker,"i envy my sister, she is going on vacation in Paris",jealous
hit:11502_conv:23005,utterance,listener,"Wow, cool. Maybe you can ask to tag along?",suggesting
hit:11502_conv:23005,utterance,speaker,"I will be at work, maybe next time",suggesting
hit:11502_conv:23005,utterance,listener,"That's too bad. Well, at least you have something to work towards and plan as a goal for yourself.",acknowledging
hit:4776_conv:9552,situation,none,My neighbor bought a new car. Now I really want one myself.,jealous
hit:4776_conv:9552,utterance,speaker,"So my neighbor just bought a new car. I swear, he always gets really expensive stuff to show off how successful he is.",jealous
hit:4776_conv:9552,utterance,listener,That stinks. Maybe he is going through something that only new stuff can solve,suggesting
hit:4776_conv:9552,utterance,speaker,Maybe... but still. Now I feel like I need to buy one myself.,suggesting
hit:4776_conv:9552,utterance,listener,Do it! I bet you deserve it,confident
hit:12012_conv:24024,situation,none,Last month a buddy of mine bought a scratch off ticket and won $4500. I never win anything when I buy them.,jealous
hit:12012_conv:24024,utterance,speaker,"Last month, a buddy of mine bought a scratch off ticket and won $4500. I never win anything when I buy them.",jealous
hit:12012_conv:24024,utterance,listener,Wow!! That's crazy. I'm like that though. I never win anything either,surprised
hit:12012_conv:24024,utterance,speaker,"I mean I am happy for him and all, but I wouldn't mind some found money either.",jealous
hit:12012_conv:24024,utterance,listener,haha right! Maybe you should buy a few and see what happens. You cant win if you don't play,suggesting
hit:12113_conv:24226,situation,none,One time I saw my husband looking at another women,jealous
hit:12113_conv:24226,utterance,speaker,One time I saw my husband looking at another women,jealous
hit:12113_conv:24226,utterance,listener,o no what did you do?,questioning
hit:12113_conv:24226,utterance,speaker,I slapped him and beat up the other women,ashamed
hit:12113_conv:24226,utterance,listener,o no im not sure that was the best response,apprehensive
hit:171_conv:343,situation,none,My friend had encouraged me to apply for teaching jobs. I went on several and didn't get hired. She went on one and got hired right away.,jealous
hit:171_conv:343,utterance,speaker,"My friend was telling me about teaching jobs to apply for. I didn't get hired, but she got one right off the bat!",jealous
hit:171_conv:343,utterance,listener,"It sounds like you're happy for her, which is commendable given you didn't get hired. Were you very disappointed?",questioning
hit:171_conv:343,utterance,speaker,I was kind of envious that she got the job and I didn't because it seemed like I was more qualified than she was.,jealous
hit:171_conv:343,utterance,listener,"That's always tough. It's so hard to tell what other factors come into play in situations like that. Are you happy where you're currently at, or still looking?",questioning
hit:12321_conv:24643,situation,none,"My younger sister is constantly going to concert after concert, travelling across the country. It's not that I want to go to so many concerts--I just wish I had all the money she has to be able to afford it!",jealous
hit:12321_conv:24643,utterance,speaker,"My little sister has been going all across the country this summer, spending lots of time on money on pop concert after pop concert.",jealous
hit:12321_conv:24643,utterance,listener,"Interesting. How do you feel about it? Do you find it fun and interesting, or wish she were more responsible with her money?",questioning
hit:12321_conv:24643,utterance,speaker,Mostly I'm a bit frustrated that she's got so much money to blow on these concerts! And to travel all across the country!,disappointed
hit:12321_conv:24643,utterance,listener,"Yeah, I can understand that. Sometimes when you're not in a position to enjoy yourself because you're busy being tied down with responsibilities, it's easy to get mad at others. Whatever you can do to spin it positively, I would suggest that. Being negative about it will only make everyone's lives worse.",acknowledging
hit:190_conv:381,situation,none,"My neighbors 20 year old kid got a new BMW. I'm 33 and drive a 1990 Crown Vic, not by choice. I need a new car in my life.",jealous
hit:190_conv:381,utterance,speaker,"I work two full time jobs and he stays at home all day, Not Fair!",angry
hit:190_conv:381,utterance,listener,"Is he a stay at home father, or does he just not want to work?",questioning
hit:190_conv:381,utterance,speaker,He's 20 he just wants to party and sleep.,sad
hit:190_conv:381,utterance,listener,I am sorry to hear that. Maybe as he gets older he will get his priorities in order and see how hard you work.,suggesting
hit:190_conv:381,utterance,speaker,"Doubtful, he's a punk!",agreeing
hit:472_conv:944,situation,none,"My younger brother always get the best dates and beautiful girls to date,i hate it.",jealous
hit:472_conv:944,utterance,speaker,"My younger brother always get the best dates and beautiful girls to date,i hate it.",jealous
hit:472_conv:944,utterance,listener,"Come on, you do not have to be jealous of your brother",jealous
hit:472_conv:944,utterance,speaker,I can't handle that very well. I need to get my groove and swag on. Damn it!,annoyed
hit:472_conv:944,utterance,listener,You can learnt some skills from your brother. Maybe it will help,suggesting
hit:576_conv:1152,situation,none,"There was a time I saw my boyfriend with another girl, I felt somehow",jealous
hit:576_conv:1152,utterance,speaker,"He is my boyfriend, very good guy",grateful
hit:576_conv:1152,utterance,listener,"That's refreshing to hear, I'm happy for you. I rarely hear that people are satisfied with their partner.",acknowledging
hit:10225_conv:20450,situation,none,"A friend of mine recently got a decent pay raise, after he got one last year.  I wish I knew what to do to get a raise.",jealous
hit:10225_conv:20450,utterance,speaker,A friend at work recently got a raise.  That's the 2nd one in the last year for him!,proud
hit:10225_conv:20450,utterance,listener,"Nice, what a legend and a gentleman",acknowledging
hit:10225_conv:20450,utterance,speaker,"Yeah, but I haven't had one in 3 years.",neutral
hit:10225_conv:20450,utterance,listener,"Word, you should ask him what the secret is",suggesting
hit:9883_conv:19767,situation,none,"When I was a kid, my friends brought their BeyBlades to school to play. My parents could not afford one and so in that time I felt bitter towards my friends.",jealous
hit:9883_conv:19767,utterance,speaker,"When I was a kid, my friends brought their BeyBlades to school to play",nostalgic
hit:9883_conv:19767,utterance,listener,I remember those,nostalgic
hit:9883_conv:19767,utterance,speaker,"They were awesome and I wanted one so badly, but my parents could not afford it. I felt very bitter towards my friends for a while after.",sad
hit:9883_conv:19767,utterance,listener,I never had one. I didnt know they were expensive,neutral
hit:11855_conv:23710,situation,none,i was suppose to be the one to go first,jealous
hit:11855_conv:23710,utterance,speaker,"i hate when that happens, i was suppose to be the on who was first, who was suppose to go first in the line, but instead my friend ended up going first",jealous
hit:11855_conv:23710,utterance,listener,Waiting in line is the worst.,annoyed
hit:11855_conv:23710,utterance,speaker,"but it was in the line for university classes, i am so jealous",neutral
hit:11855_conv:23710,utterance,listener,I hope you got your classes.,encouraging
hit:6078_conv:12157,situation,none,i envy everyone outside right now enjoying the weather,jealous
hit:6078_conv:12157,utterance,speaker,i envy everyone outside right now enjoying the weather,jealous
hit:6078_conv:12157,utterance,listener,Me too! I'm stuck inside at work and hearing about how great it is out there.,agreeing
hit:6078_conv:12157,utterance,speaker,im looking out the window waiting to go out lol,anticipating
hit:6078_conv:12157,utterance,listener,"Haha, same! Just one more hour for me. Hope you can enjoy it soon!",encouraging
hit:2840_conv:5680,situation,none,Saw a dude with a Porsche,jealous
hit:2840_conv:5680,utterance,speaker,I saw a dude driving a Porsche down the street of my city. Was definitely jealous lol,jealous
hit:2840_conv:5680,utterance,listener,I would have been to. I always wonder how people make the money necessary to buy vehicles like that.,impressed
hit:2840_conv:5680,utterance,speaker,Yeah I am thinking this guy must be a CEO or something. If I had the money I would buy one for sure.,jealous
hit:2840_conv:5680,utterance,listener,"Same here. I saw a Ferrari at the supermarket the other day. I was jealous, and I also thought about how I would be worried something would happen to it (if it were mine).",jealous
hit:2840_conv:5680,utterance,speaker,Yeah I guess if something happened you are probably rich enough to just buy another lol.,acknowledging
hit:10294_conv:20589,situation,none,I saw my girlfriend getting real friendly with another guy at the bar. I definitely felt a little uneasy about the whole situation.,jealous
hit:10294_conv:20589,utterance,speaker,I saw my girlfriend getting real friendly with another guy at the bar last night,jealous
hit:10294_conv:20589,utterance,listener,OH no! Are you the jealous type?,questioning
hit:10294_conv:20589,utterance,speaker,It definitely had me feeling a little uneasy about the whole situation.,agreeing
hit:10294_conv:20589,utterance,listener,OH man! Yeah I would of felt the same way!,acknowledging
hit:6067_conv:12134,situation,none,im envious of everyone who is outside enjoying the sun right now,jealous
hit:6067_conv:12134,utterance,speaker,im envious of everyone who is outside enjoying the sun right now,jealous
hit:6067_conv:12134,utterance,listener,Yea I hear ya. Im stuck here at work for another day too.,agreeing
hit:6067_conv:12134,utterance,speaker,"same here, but the weekend will be fun",neutral
hit:6067_conv:12134,utterance,listener,I just hope it doesnt rain this weekend.,hopeful
hit:6661_conv:13323,situation,none,TV people happy family,jealous
hit:6661_conv:13323,utterance,speaker,I was watching TV and saw people with a happy family. It breaks my heart.,sentimental
hit:6661_conv:13323,utterance,listener,You are having trouble with family ?,questioning
hit:6661_conv:13323,utterance,speaker,"My family isn't close, it's depressing.",lonely
hit:6661_conv:13323,utterance,listener,Mine isn't either. Are you married?,questioning
hit:948_conv:1897,situation,none,I noticed my girlfriend was talking to other guys.  She was spending a lot of time on the phone texting them as well,jealous
hit:948_conv:1897,utterance,speaker,My girlfriend seems to be distant and talking to other guys,jealous
hit:948_conv:1897,utterance,listener,Have you talked to her about it?,questioning
hit:948_conv:1897,utterance,speaker,"Not yet, she's also been texting other guys as well I think",jealous
hit:948_conv:1897,utterance,listener,That doesn't sound too good. Has she been like this before?,questioning
hit:10565_conv:21131,situation,none,I really wanted to go on this fruitarian trip to Bali butI could not get off work. My friends went without me.,jealous
hit:10565_conv:21131,utterance,speaker,I really wanted to go on this fruitarian trip to Bali butI could not get off work. My friends went without me,jealous
hit:10565_conv:21131,utterance,listener,Did you wait until the last minute to ask for time off?,questioning
hit:10565_conv:21131,utterance,speaker,No. My boss is not a very nice person. I think I should find a new job.,apprehensive
hit:10565_conv:21131,utterance,listener,Yeah you might want to look into it then,suggesting
hit:10565_conv:21131,utterance,speaker,Thanks for your advice my friend!,wishing
hit:5396_conv:10793,situation,none,My brother bought a new car. I feel that he just did it to make me feel inferior.,jealous
hit:5396_conv:10793,utterance,speaker,My brother just bought a new car...,jealous
hit:5396_conv:10793,utterance,listener,Are you excited for him or jealous? lol,questioning
hit:5396_conv:10793,utterance,speaker,"Well, I can't help but feel like he only did it to make me feel inferior.",disappointed
hit:5396_conv:10793,utterance,listener,I feel you! I know its hard having siblings sometimes! Go buy a toy car and park it on top of his.,agreeing
hit:10663_conv:21327,situation,none,My friend got a new job and I wish I had it too.,jealous
hit:10663_conv:21327,utterance,speaker,My friend got a new job and I wish I had it too.,jealous
hit:10663_conv:21327,utterance,listener,Good for you friend! I'm sure you'll find something soon. What field of work do you want to be in?,questioning
hit:10663_conv:21327,utterance,speaker,"I work in video production. Super fun job, but I'm tired of the freelance life.",content
hit:10663_conv:21327,utterance,listener,That does sound like a really fun job. I also work freelance and would also like something more stable.,acknowledging
hit:4429_conv:8858,situation,none,i caught my husband looking at another woman,jealous
hit:4429_conv:8858,utterance,speaker,i caught my husband looking at another woman,jealous
hit:4429_conv:8858,utterance,listener,oof that sucks.,acknowledging
hit:4429_conv:8858,utterance,speaker,yes.  i wasn't too happy about it.,neutral
hit:4429_conv:8858,utterance,listener,yea you shouldnt be,agreeing
hit:4429_conv:8858,utterance,speaker,i questioned him about it and he denied it.  but i caught him red handed.,neutral
hit:4429_conv:8858,utterance,listener,well hopefully you find a better path in life,consoling
hit:1588_conv:3176,situation,none,"The neighbors's kid grandparents just got him a BMW 745i, a hundred thousand dollar car for a sixteen year old.",jealous
hit:1588_conv:3176,utterance,speaker,I can see the kid's car from here. He is 16 and has a car work 100k,impressed
hit:1588_conv:3176,utterance,listener,"Wow, what brand",questioning
hit:1588_conv:3176,utterance,speaker,Bmw 8 series. It's my neighbors kid.,afraid
hit:1588_conv:3176,utterance,listener,That is a nice car,acknowledging
hit:1588_conv:3176,utterance,speaker,Yea. I was his age in 2000. I drove a 30 year old rust bucket.,ashamed
hit:4232_conv:8464,situation,none,I have a friend that travels full time to write blogs for the company she works for.,jealous
hit:4232_conv:8464,utterance,speaker,My best friend has the best job ever. She is paid to travel the world full time and write Blogs on different locations.,impressed
hit:4232_conv:8464,utterance,listener,That sounds like a blast.  Compared to my job LOL.,acknowledging
hit:4232_conv:8464,utterance,speaker,"Yes, I know. Ever day I drive an hour to the same place that is slowly killing me inside and she is jetting off to explore.",agreeing
hit:4232_conv:8464,utterance,listener,I'm sorry.  I like my job but its certainly not like hers!,sympathizing
hit:8156_conv:16312,situation,none,I was pretty envious when my best friend went on a 14 day cruise to Europe.,jealous
hit:8156_conv:16312,utterance,speaker,My friend went on a 14 day cruise to Europe. I wish that could have been me!,jealous
hit:8156_conv:16312,utterance,listener,wow i didnt even know they had cruises that go on for that long,neutral
hit:8156_conv:16312,utterance,speaker,Right? Talk about ultimate relaxation!,questioning
hit:8156_conv:16312,utterance,listener,yea i wonder how much something like that costs .. i guess if you have to ask you cant afford it as they say,suggesting
hit:2482_conv:4964,situation,none,"my girlfriend broke up with me and got married to an investment banker. We were of the same age, so at the time i was still job hunting. When i saw them together, i felt really jealous of him and that he had my girl.",jealous
hit:2482_conv:4964,utterance,speaker,Hey there,wishing
hit:2482_conv:4964,utterance,listener,Hi what you got going on?,questioning
hit:2482_conv:4964,utterance,speaker,Uhm.. just feeling blue. My gf broke up with me recently and got married to an investment banker,lonely
hit:2482_conv:4964,utterance,listener,That is really sad.  Are you alright?,questioning
hit:2482_conv:4964,utterance,speaker,"i guess so.. i mean, we were the same age. This guy was like 5-6 years elder, so ahead of me in life. i tried convincing her to give me a bit more time.. well.",neutral
hit:3056_conv:6112,situation,none,im envious that my friends are off work all weekend,jealous
hit:3056_conv:6112,utterance,speaker,im envious that my friends are off work all weekend,jealous
hit:3056_conv:6112,utterance,listener,I understand how lonely it can be when your schedule doesn't fit with your old friends.,agreeing
hit:3056_conv:6112,utterance,speaker,yeah true but i cant blame them,neutral
hit:3056_conv:6112,utterance,listener,You can make new friends. Its just part of the human experience. Everything is temporary,joyful
hit:10997_conv:21994,situation,none,I went to the casino with my brother and all I could do was lose.  The only thing he could do was win.  I was happy for him but I wish I could have joined in the winning a little bit.,jealous
hit:10997_conv:21994,utterance,speaker,I went to the casino with my brother and the only thing he could do was win! The only thing I could do was lose.,jealous
hit:10997_conv:21994,utterance,listener,"That sounds like a bummer. Hopefully, you did not lose too much.",consoling
hit:10997_conv:21994,utterance,speaker,"Nope, I'm a little careful when I go out there.  It would have been nice to join in on the winning though!",acknowledging
hit:10997_conv:21994,utterance,listener,"Yeah, but it is a good thing to hear you did not lose too much. Some people put all the money on the line.",neutral
hit:11462_conv:22925,situation,none,"My cousin has the perfect life, a loving boyfriend and two beautiful kids. I wish I had that.",jealous
hit:11462_conv:22925,utterance,speaker,"My cousin has the perfect life, sometimes I am envious of her.",jealous
hit:11462_conv:22925,utterance,listener,Wonderful I bet she is really content if everything is perfect. Love to hear that someone is doing well.,acknowledging
hit:11462_conv:22925,utterance,speaker,"I do too, I just wish I had her life at times.",agreeing
hit:11462_conv:22925,utterance,listener,I understand but try not to be jealous. Good things will come to you to in its own time,agreeing
hit:5457_conv:10914,situation,none,im envious of my friends who are off work today,jealous
hit:5457_conv:10914,utterance,speaker,im envious of my friends who are off work today,jealous
hit:5457_conv:10914,utterance,listener,How did they get off work midweek?,questioning
hit:5457_conv:10914,utterance,speaker,thats just their normal schedule,neutral
hit:5457_conv:10914,utterance,listener,That would be nice but not fun that you don't have the same days off.,acknowledging
hit:4924_conv:9849,situation,none,"My neighbor bought a new Tesla, it's beautiful. I get a little mad every time I see it in the parking lot, especially as I'm riding past it on my beat up bicycle.",jealous
hit:4924_conv:9849,utterance,speaker,"My neighbor has a brand new Tesla and every time I look at it I get so envious. I know it's stupid, I should be happy for him that he has such a cool car.",jealous
hit:4924_conv:9849,utterance,listener,Wow thats nice.  What do you drive?,questioning
hit:4924_conv:9849,utterance,speaker,"Well that's the thing, I don't. I bike everywhere. Don't get me wrong, I love my bike and it's a great way to stay fit.",jealous
hit:4924_conv:9849,utterance,listener,You have to think of the positives.  Just because they have a new car doesnt mean their life is great.  They could be watching you wishing they were fit and healthy like you are.,jealous
hit:4924_conv:9849,utterance,speaker,"That is a really good way to put it, I will definitely keep that in mind next time I find myself pining after his car.",agreeing
hit:4924_conv:9849,utterance,listener,"lol and some day you might you buy your own new Tesla, if you feel like it!",suggesting
hit:4924_conv:9849,utterance,speaker,A Tesla with a bike rack!,impressed
hit:4924_conv:9849,utterance,listener,Exactly!,agreeing
hit:2815_conv:5630,situation,none,im envious of my friends who are at the park right now while im stuck inside,jealous
hit:2815_conv:5630,utterance,speaker,im envious of my friends who are at the park right now while im stuck inside,jealous
hit:2815_conv:5630,utterance,listener,Oh I can understand that! I would also like to be outside; it looks like such a beautiful day! At least it is almost the weekend!,acknowledging
hit:2815_conv:5630,utterance,speaker,"thats true, i'll be outside in an hour or less!",agreeing
hit:2815_conv:5630,utterance,listener,That's great! Are you going to join your friends at the park?,questioning
hit:6471_conv:12942,situation,none,my sister is going on a holiday,jealous
hit:6471_conv:12942,utterance,speaker,i am so jealous because my sibling is going on a holiday and i have work to do,jealous
hit:6471_conv:12942,utterance,listener,"Ugh I can imagine. But your time will come, be patient!",neutral
hit:6471_conv:12942,utterance,speaker,yeah but i really need a break,neutral
hit:6471_conv:12942,utterance,listener,Have you tried yoga? It can help in the meanwhile till you get a proper vacation.,questioning
hit:6471_conv:12942,utterance,speaker,"i haven't, i guess i will do that.",neutral
hit:5358_conv:10716,situation,none,I caught my girlfriend kissing her ex at a party the other night.  She seemed to really be in to it.  I got pretty upset.,jealous
hit:5358_conv:10716,utterance,speaker,"She sure does. I am not putting up with that, lol.",annoyed
hit:5358_conv:10716,utterance,listener,I would not put up with it either,agreeing
hit:5358_conv:10716,utterance,speaker,I love the rain.  It makes everything feel fresh.,content
hit:5358_conv:10716,utterance,listener,"i love when the rain his the soil in the open field , the smell of wet dirt is just refreshing",content
hit:5358_conv:10716,utterance,speaker,I agree.  It hasn't rained here in weeks.  I miss the raing.,agreeing
hit:7740_conv:15480,situation,none,I worked so hard for the lead role in the play. I kinda got some type of frusteration from the person taht got it since they didnt work hard like me,jealous
hit:7740_conv:15480,utterance,speaker,So the role I worked so hard for went to a person who could care less about the play!,furious
hit:7740_conv:15480,utterance,listener,That unfortunate.  Are you feeling a little jealous?,questioning
hit:7740_conv:15480,utterance,speaker,I guess you can say that! What a day!,content
hit:7740_conv:15480,utterance,listener,I hate it when stuff like that happens.,angry
hit:7740_conv:15480,utterance,speaker,I agree. Maybe I will act like him next time.,suggesting
hit:7740_conv:15480,utterance,listener,"Haha, nooooo... don't do that.   There are too many of those people in the world as it is.",neutral
hit:7740_conv:15480,utterance,speaker,Yeah your right. I will stick to my little envious rant and go about my day,agreeing
hit:7740_conv:15480,utterance,listener,Sounds like the best course to me :),acknowledging
hit:4677_conv:9354,situation,none,I always feel such envy when i see someone driving a red sports car. It has always been my dream to own one.,jealous
hit:4677_conv:9354,utterance,speaker,I always feel a bit of jealousy when i see someone driving around in a red sports car,jealous
hit:4677_conv:9354,utterance,listener,"Yes, it is hard to see people with things you can't afford to buy for yourself.",jealous
hit:4677_conv:9354,utterance,speaker,I feel that way about red sports car only though. I have always dreamed of owning one as a kid.,jealous
hit:4677_conv:9354,utterance,listener,"Yes, I like the color red as well. I have actually own a couple red sports cars.",jealous
hit:10608_conv:21216,situation,none,"a neighbor down the street  just bout a brand new Lexus, Man, why can't I get one",jealous
hit:10608_conv:21216,utterance,speaker,"a neighbor  just bought a brand new Lexus,  why can't I get one",jealous
hit:10608_conv:21216,utterance,listener,Maybe you can save more and be able to get one.,suggesting
hit:10608_conv:21216,utterance,speaker,"its not just that, this neighbor is always buying expensive things and likes to show them off",jealous
hit:10608_conv:21216,utterance,listener,"Man that gets to me when someone does that , like they are better than everyone else.",jealous
hit:4412_conv:8825,situation,none,my husband has been texting a woman he works with.,jealous
hit:4412_conv:8825,utterance,speaker,my husband has been texting a woman he works with,jealous
hit:4412_conv:8825,utterance,listener,How does that make you feel?,questioning
hit:4412_conv:8825,utterance,speaker,"very very bad, and suspicious.",agreeing
hit:4412_conv:8825,utterance,listener,"I am so sorry to hear you're going through this. Hopefully, it's nothing.",sympathizing
hit:4412_conv:8825,utterance,speaker,"hopefully.  I have not read the texts, but seen the name pop up.",encouraging
hit:3510_conv:7021,situation,none,I am so envious of all those guys who have a sports car. I have always loved sports cars while growing up.,jealous
hit:3510_conv:7021,utterance,speaker,I feel such envy when i see guys with sports cars,jealous
hit:3510_conv:7021,utterance,listener,Haha. Do you love sports cars that much?,questioning
hit:3510_conv:7021,utterance,speaker,"Oh yeah.. I collected pictures of all the sports cars out there as a child, growing up",nostalgic
hit:3510_conv:7021,utterance,listener,Such passion for cars. Wish you can buy one soon mate,wishing
hit:4465_conv:8930,situation,none,my husband doesn't seem interested in me anymore.  I think he may have eyes for someone else.,jealous
hit:4465_conv:8930,utterance,speaker,my husband doesn't seem interested in me anymore. I think he may have eyes for someone else.,jealous
hit:4465_conv:8930,utterance,listener,you have eyes too,agreeing
hit:4465_conv:8930,utterance,speaker,yes i do?,questioning
hit:4465_conv:8930,utterance,listener,Have eyes for someone else,jealous
hit:9906_conv:19812,situation,none,I went on a date last night and he kept looking at the hot girl at the table next to us.,jealous
hit:9906_conv:19812,utterance,speaker,Last night my date decided to keep checking out the hot girl at the table next to us.,jealous
hit:9906_conv:19812,utterance,listener,I hope you walked out right then and there!,consoling
hit:9906_conv:19812,utterance,speaker,I didnt. I kept on with the date. She was very pretty and well dressed. She drove a nice care. I was kind of envious of it.,jealous
hit:9906_conv:19812,utterance,listener,ah that was really disrespectful of her though. That's not someone you'd want to date long term.,neutral
hit:9906_conv:19812,utterance,speaker,Yeah i agree. At the moment I was just envying her look. I wish I could have what she did.,agreeing
hit:10769_conv:21539,situation,none,I like to watch tech YouTubers in my spare time.  But whenever I see their high end gaming PC setups I long to have something as good for myself.,jealous
hit:10769_conv:21539,utterance,speaker,In my spare time I like to watch tech reviewers on YouTube.  But whenever I see their high end gaming PC setups it makes me want something as good for myself.,jealous
hit:10769_conv:21539,utterance,listener,I am not much of a gamer myself. What is your favourite game?,questioning
hit:10769_conv:21539,utterance,speaker,My favorite game is Assassin's Creed.  It has a great story.  When I see it running on a gamer's expensive PC I wish I could get that performance.,jealous
hit:10769_conv:21539,utterance,listener,You need to save your money to be able to afford it.,grateful
hit:10409_conv:20819,situation,none,my sister has everyting,jealous
hit:10409_conv:20819,utterance,speaker,"i am so envious of my sister, she has everything i just want to make her life hell",jealous
hit:10409_conv:20819,utterance,listener,"That doesn't sound very good, but jealousy is a hard thing to deal with",neutral
hit:10409_conv:20819,utterance,speaker,yeah but only i should get everything! no one else,neutral
hit:10409_conv:20819,utterance,listener,"Other people deserve to have things, too.",jealous
hit:4042_conv:8085,situation,none,All of my friends went on vacation last week and I couldn't go because of work. I was green with envy when I saw all the pictures.,jealous
hit:4042_conv:8085,utterance,speaker,So all my friends went on vacation last week :(,lonely
hit:4042_conv:8085,utterance,listener,"Judging by the :(, I'm assuming you didn't get to join them?",questioning
hit:4042_conv:8085,utterance,speaker,"Yeah, we were supposed to go but I couldn't get off work. I got to see all the pictures on Facebook though, ha! So envious.",jealous
hit:4042_conv:8085,utterance,listener,I would be envious too.  Perhaps next time you can go somewhere and return the feeling :D,suggesting
hit:4042_conv:8085,utterance,speaker,Sounds like a plan :),acknowledging
hit:4042_conv:8085,utterance,listener,"I hope where ever you go, you visit someplace amazing!",encouraging
hit:5356_conv:10712,situation,none,I caught my girlfriend kissing her ex at a party the other night.  She seemed to really be in to it.  I got pretty upset.,jealous
hit:5356_conv:10712,utterance,speaker,"My girlfriend and I were at a party Friday night. I couldn't find her anywhere, and got worried.",apprehensive
hit:5356_conv:10712,utterance,listener,Where was she?,questioning
hit:5356_conv:10712,utterance,speaker,"In a spare bedroom with her ex, laying on the bed and kissing him.",faithful
hit:5356_conv:10712,utterance,listener,Does she have a new ex now?,questioning
hit:5356_conv:10712,utterance,speaker,"Worked out for the best, she was honestly a pain anyways.",neutral
hit:12008_conv:24017,situation,none,I know I should not feel like this but I feel so envious when I drive through the rich neighborhoods and I know that I will never be able to live there.,jealous
hit:12008_conv:24017,utterance,speaker,I know I should not feel like this but I feel so envious when I drive through the rich neighborhoods and I know that I will never be able to live there.,jealous
hit:12008_conv:24017,utterance,listener,"Yea, I feel the same way.  It's worse when you have to pass by them twice a day.",agreeing
hit:12008_conv:24017,utterance,speaker,"I have to pass twice a day too. Oh well, I should just be grateful for what I have now. I just can't help that feeling from creeping in though. Maybe I will buy a lottery ticket, lol.",grateful
hit:12008_conv:24017,utterance,listener,Heck no.  Be envious that they were lucky enough to have their parents hand down all their money to them.,jealous
hit:5211_conv:10423,situation,none,I have to get all the attention from my boyfriend I get a little envious when he spend more time with others.,jealous
hit:5211_conv:10423,utterance,speaker,I love to be snuggled up with attention and time with my boyfriend when he doesn't I get sad and jealous.,lonely
hit:5211_conv:10423,utterance,listener,I can understand that.,acknowledging
hit:5211_conv:10423,utterance,speaker,I know he has to spend time with others but I get envious I want every minute spent together I'm spoiled lol.,jealous
hit:5211_conv:10423,utterance,listener,"You must love him very much, that's good.",acknowledging
hit:5211_conv:10423,utterance,speaker,I do best feeling ever.,proud
hit:8305_conv:16610,situation,none,My cousin just had his mom cosign on my dream car! He doesn't even have a job,jealous
hit:8305_conv:16610,utterance,speaker,My aunt just signed for my cousin to get an FJ Cruiser! That is my dream car! He doesn't even have a job.,jealous
hit:8305_conv:16610,utterance,listener,Aww man that sucks for you,acknowledging
hit:8305_conv:16610,utterance,speaker,It does! Maybe he will at least let me drive it!,suggesting
hit:8305_conv:16610,utterance,listener,Hopefully! It is your dream car after all,hopeful
hit:3593_conv:7187,situation,none,"My husbands brother was getting married.  My husband was bestman so I wanted to get the most perfect dress.  I spent weeks searching online and in the shops.  I finally found it, tried it on and fell in love with it but couldnt buy it as I didnt get paid until the following week.  The next day my husbands sister called in to see me. She had been shopping and had also found the perfect dress for the wedding.  She took it out and showed it to me and I nearly dropped with shock. It was the exact same dress.  If jealousy could kill she would have been dead on the spot!",jealous
hit:3593_conv:7187,utterance,speaker,"My husbands brother was getting married.  I searched online and in every shop to find the perfect dress.  I finally found it, tried it on and loved it.  I couldnt buy it until the following week as I had to wait to payday so I left it over in the store.  The next day my sister in law called in.  She had been shopping and had also found the perfect dress.  She took it out of the bag to show me and I discovered it was the same dress!! Couldnt believe it.  Oh how I resented her at that moment.",jealous
